CLK| ON | Rin | Gin | Bin | Bin | Length In ||| Rout | Gout | Bout | BC | Length    | POUT | PWARN |
---+----+-----+-----+-----+-----+-----------+++------+------+------+----+-----------+------+-------+
 x |  x |   x |   x |   x |  x  | x. x m    |||   x  |   x  |   x  |  x | x. x m    |   x  | x     |
 0 |  0 |   x |   x |   x |  x  | x. x m    |||   x  |   x  |   x  |  x | x. x m    |   0  | 1     |
 0 |  0 |   x |   x |   x |  x  | x. x m    |||   0  |   0  |   0  |  0 | 0. 0 m    |   0  | 1     |
Lightsaber on, recharging...
 1 |  1 | 255 |  47 |   3 |  3  | 1.50 m    ||| 255  |  47  |   3  |  3 | 1.50 m    | 179  | 0     |
 1 |  1 | 255 |  47 |   3 |  3  | 1.50 m    ||| 255  |  47  |   3  |  3 | 1.50 m    | 179  | 0     |
 1 |  1 | 255 |  47 |   3 |  3  | 1.50 m    ||| 255  |  47  |   3  |  3 | 1.50 m    | 179  | 0     |
 1 |  1 | 255 |  47 |   3 |  3  | 1.50 m    ||| 255  |  47  |   3  |  3 | 1.50 m    | 179  | 0     |
 1 |  1 | 255 |  47 |   3 |  3  | 1.50 m    ||| 255  |  47  |   3  |  3 | 1.50 m    | 179  | 0     |
 1 |  1 | 255 |  47 |   3 |  3  | 1.50 m    ||| 255  |  47  |   3  |  3 | 1.50 m    | 179  | 0     |
 1 |  1 | 255 |  47 |   3 |  3  | 1.50 m    ||| 255  |  47  |   3  |  3 | 1.50 m    | 179  | 0     |
 1 |  1 | 255 |  47 |   3 |  3  | 1.50 m    ||| 255  |  47  |   3  |  3 | 1.50 m    | 179  | 0     |
 1 |  1 | 255 |  47 |   3 |  3  | 1.50 m    ||| 255  |  47  |   3  |  3 | 1.50 m    | 179  | 0     |
Lightsaber off
 0 |  0 | 255 |  47 |   3 |  3  | 1.50 m    ||| 255  |  47  |   3  |  3 | 1.50 m    | 179  | 0     |
 0 |  0 | 255 |  47 |   3 |  3  | 1.50 m    |||   0  |   0  |   0  |  0 | 0. 0 m    | 179  | 0     |
 0 |  0 | 255 |  47 |   3 |  3  | 1.50 m    |||   0  |   0  |   0  |  0 | 0. 0 m    | 179  | 0     |
 0 |  0 | 255 |  47 |   3 |  3  | 1.50 m    |||   0  |   0  |   0  |  0 | 0. 0 m    | 179  | 0     |
 0 |  0 | 255 |  47 |   3 |  3  | 1.50 m    |||   0  |   0  |   0  |  0 | 0. 0 m    | 179  | 0     |
Lightsaber on
 1 |  1 | 255 |  47 |   3 |  3  | 1.50 m    |||   0  |   0  |   0  |  0 | 0. 0 m    | 179  | 0     |
 1 |  1 | 255 |  47 |   3 |  3  | 1.50 m    ||| 255  |  47  |   3  |  3 | 1.50 m    | 179  | 0     |
 1 |  1 | 255 |  47 |   3 |  3  | 1.50 m    ||| 255  |  47  |   3  |  3 | 1.50 m    | 179  | 0     |
 1 |  1 | 255 |  47 |   3 |  3  | 1.50 m    ||| 255  |  47  |   3  |  3 | 1.50 m    | 179  | 0     |
 1 |  1 | 255 |  47 |   3 |  3  | 1.50 m    ||| 255  |  47  |   3  |  3 | 1.50 m    | 179  | 0     |
Changed lightsaber settings
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 179  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 179  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 179  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 179  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 179  | 0     |
Now in trainning mode
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 178  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 177  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 176  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 175  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 174  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 173  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 172  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 171  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 170  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 169  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 168  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 167  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 166  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 165  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 164  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 163  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 162  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 161  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 160  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 159  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 158  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 157  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 156  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 155  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 154  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 153  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 152  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 151  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 150  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 149  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 148  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 147  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 146  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 145  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 144  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 143  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 142  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 141  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 140  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 139  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 138  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 137  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 136  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 135  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 134  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 133  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 132  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 131  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 130  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 129  | 0     |
Now in bulkhead cutting mode
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 126  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 123  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 120  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 117  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 114  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 111  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 108  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 105  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    | 102  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  99  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  96  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  93  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  90  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  87  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  84  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  81  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  78  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  75  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  72  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  69  | 0     |
Now in dueling mode
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  67  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  65  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  63  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  61  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  59  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  57  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  55  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  53  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  51  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  49  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  47  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  45  | 0     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  43  | 1     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  41  | 1     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  39  | 1     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  37  | 1     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  35  | 1     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  33  | 1     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  31  | 1     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  29  | 1     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  27  | 1     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  25  | 1     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  23  | 1     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  21  | 1     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  19  | 1     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  17  | 1     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  15  | 1     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  13  | 1     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |  11  | 1     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |   9  | 1     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |   7  | 1     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |   5  | 1     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |   3  | 1     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |   1  | 1     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |   0  | 1     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |   0  | 1     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |   0  | 1     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |   0  | 1     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |   0  | 1     |
 1 |  1 |  33 | 255 |   3 |  2  | 2.33 m    |||  33  | 255  |   3  |  2 | 2.33 m    |   0  | 1     |
